,index,subject_uuid,trial_id,session_start_time,lab_name,task_protocol,trial_response_time,trial_response_choice,trial_stim_on_time,trial_stim_contrast_left,trial_stim_contrast_right,trial_feedback_type,probabilityLeft,subject_nickname,institution_short,signed_contrast,trial,choice,correct,choice_right,choice2,correct_easy,rt,previous_choice,previous_outcome,previous_contrast,previous_choice_name,previous_outcome_name,repeat,institution_code,rchoice,uchoice,6,12,25,100,block,intercept,simulation_prob,task,threshold
190081,523912,18a54f60-534b-4ed5-8bda-b434079b8ab8,561,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2703.21,CW,2702.902099,0.125,0.0,1.0,50,KS014,UCL,-12.5,561,-1,1.0,0.0,0.0,,0.307901000000129,-1.0,1.0,25.0,left,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.08508928991624062,traini,14.929503884826081
190082,523913,18a54f60-534b-4ed5-8bda-b434079b8ab8,562,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2707.55,CW,2707.3047989999995,0.25,0.0,1.0,50,KS014,UCL,-25.0,562,-1,1.0,0.0,0.0,,0.24520100000063394,-1.0,1.0,12.5,left,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.056525058866658415,traini,14.929503884826081
190083,523914,18a54f60-534b-4ed5-8bda-b434079b8ab8,563,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2710.73,CCW,2710.2684999999997,0.0,0.25,1.0,50,KS014,UCL,25.0,563,1,1.0,1.0,1.0,,0.46150000000034197,-1.0,1.0,25.0,left,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.8141292256926564,traini,14.929503884826081
190084,523915,18a54f60-534b-4ed5-8bda-b434079b8ab8,564,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2716.48,CCW,2716.2213989999996,0.0,0.0625,1.0,50,KS014,UCL,6.25,564,1,1.0,1.0,1.0,,0.2586010000004535,1.0,1.0,25.0,right,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.8407274461273994,traini,14.929503884826081
190085,523916,18a54f60-534b-4ed5-8bda-b434079b8ab8,565,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2720.8,CCW,2720.418099,0.0,0.0625,1.0,50,KS014,UCL,6.25,565,1,1.0,1.0,1.0,,0.3819010000001981,1.0,1.0,6.25,right,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.8407274461273994,traini,14.929503884826081
190086,523917,18a54f60-534b-4ed5-8bda-b434079b8ab8,566,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2725.58,CCW,2725.1879989999998,0.0,1.0,1.0,50,KS014,UCL,100.0,566,1,1.0,1.0,1.0,1.0,0.3920010000001639,1.0,1.0,6.25,right,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.973771728758393,traini,14.929503884826081
190087,523918,18a54f60-534b-4ed5-8bda-b434079b8ab8,567,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2728.66,CW,2728.4014989999996,1.0,0.0,1.0,50,KS014,UCL,-100.0,567,-1,1.0,0.0,0.0,1.0,0.2585010000002512,1.0,1.0,100.0,right,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.09256420688948142,traini,14.929503884826081
190088,523919,18a54f60-534b-4ed5-8bda-b434079b8ab8,568,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2733.82,CW,2733.504399,0.25,0.0,1.0,50,KS014,UCL,-25.0,568,-1,1.0,0.0,0.0,,0.3156010000002425,-1.0,1.0,100.0,left,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.056525058866658415,traini,14.929503884826081
190089,523920,18a54f60-534b-4ed5-8bda-b434079b8ab8,569,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2737.11,CW,2736.7679989999997,0.125,0.0,1.0,50,KS014,UCL,-12.5,569,-1,1.0,0.0,0.0,,0.34200100000043676,-1.0,1.0,25.0,left,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.08508928991624062,traini,14.929503884826081
190090,523921,18a54f60-534b-4ed5-8bda-b434079b8ab8,570,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2740.91,CW,2739.921199,0.0,0.0,-1.0,50,KS014,UCL,0.0,570,-1,,0.0,0.0,,0.9888009999999667,-1.0,1.0,12.5,left,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.3387411424221579,traini,14.929503884826081
190091,523922,18a54f60-534b-4ed5-8bda-b434079b8ab8,571,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2745.12,CCW,2744.7678989999995,0.0,0.0625,1.0,50,KS014,UCL,6.25,571,1,1.0,1.0,1.0,,0.35210100000040256,-1.0,-1.0,0.0,left,post_error,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.5160062859750487,traini,14.929503884826081
190092,523923,18a54f60-534b-4ed5-8bda-b434079b8ab8,572,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2748.23,CW,2747.970899,1.0,0.0,1.0,50,KS014,UCL,-100.0,572,-1,1.0,0.0,0.0,1.0,0.2591010000001006,1.0,1.0,6.25,right,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.09256420688948142,traini,14.929503884826081
190093,523924,18a54f60-534b-4ed5-8bda-b434079b8ab8,573,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2753.45,CW,2753.167699,0.125,0.0,1.0,50,KS014,UCL,-12.5,573,-1,1.0,0.0,0.0,,0.2823009999997339,-1.0,1.0,100.0,left,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.08508928991624062,traini,14.929503884826081
190094,523925,18a54f60-534b-4ed5-8bda-b434079b8ab8,574,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2757.15,CW,2756.9038989999995,1.0,0.0,1.0,50,KS014,UCL,-100.0,574,-1,1.0,0.0,0.0,1.0,0.2461010000006354,-1.0,1.0,12.5,left,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.026149217924616483,traini,14.929503884826081
190095,523926,18a54f60-534b-4ed5-8bda-b434079b8ab8,575,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2760.47,CCW,2760.0842989999996,0.0,0.125,1.0,50,KS014,UCL,12.5,575,1,1.0,1.0,1.0,,0.3857010000001537,-1.0,1.0,100.0,left,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.7383300543658898,traini,14.929503884826081
190096,523927,18a54f60-534b-4ed5-8bda-b434079b8ab8,576,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2764.36,CCW,2764.003899,0.0,0.0625,1.0,50,KS014,UCL,6.25,576,1,1.0,1.0,1.0,,0.356101000000308,1.0,1.0,12.5,right,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.8407274461273994,traini,14.929503884826081
190097,523928,18a54f60-534b-4ed5-8bda-b434079b8ab8,577,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2767.35,CW,2767.1038989999997,1.0,0.0,1.0,50,KS014,UCL,-100.0,577,-1,1.0,0.0,0.0,1.0,0.24610100000018065,1.0,1.0,6.25,right,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.09256420688948142,traini,14.929503884826081
190098,523929,18a54f60-534b-4ed5-8bda-b434079b8ab8,578,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2774.62,CCW,2774.337099,0.0625,0.0,-1.0,50,KS014,UCL,-6.25,578,1,0.0,1.0,1.0,,0.28290100000003804,-1.0,1.0,100.0,left,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.15885791661906887,traini,14.929503884826081
190099,523930,18a54f60-534b-4ed5-8bda-b434079b8ab8,579,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2782.13,CW,2779.717399,0.0,0.0625,-1.0,50,KS014,UCL,6.25,579,-1,0.0,0.0,0.0,,2.412600999999995,1.0,-1.0,6.25,right,post_error,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.873087252350696,traini,14.929503884826081
190100,523931,18a54f60-534b-4ed5-8bda-b434079b8ab8,580,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2786.89,CCW,2786.586799,0.0,1.0,1.0,50,KS014,UCL,100.0,580,1,1.0,1.0,1.0,1.0,0.30320099999971717,-1.0,-1.0,6.25,left,post_error,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.8823355443139657,traini,14.929503884826081
190101,523932,18a54f60-534b-4ed5-8bda-b434079b8ab8,581,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2792.37,CCW,2791.9502989999996,0.0,0.25,1.0,50,KS014,UCL,25.0,581,1,1.0,1.0,1.0,,0.41970100000025923,1.0,1.0,100.0,right,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.9433094024800716,traini,14.929503884826081
190102,523933,18a54f60-534b-4ed5-8bda-b434079b8ab8,582,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2795.5,CCW,2795.119699,0.0,0.0,-1.0,50,KS014,UCL,0.0,582,1,,1.0,1.0,,0.380301000000145,1.0,1.0,25.0,right,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.6605641737404705,traini,14.929503884826081
190103,523934,18a54f60-534b-4ed5-8bda-b434079b8ab8,583,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2800.12,CCW,2799.750299,0.0,0.0625,1.0,50,KS014,UCL,6.25,583,1,1.0,1.0,1.0,,0.36970100000007733,1.0,-1.0,0.0,right,post_error,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.873087252350696,traini,14.929503884826081
190104,523935,18a54f60-534b-4ed5-8bda-b434079b8ab8,584,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2803.31,CCW,2803.0030989999996,0.0,0.0625,1.0,50,KS014,UCL,6.25,584,1,1.0,1.0,1.0,,0.30690100000038,1.0,1.0,6.25,right,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.8407274461273994,traini,14.929503884826081
190105,523936,18a54f60-534b-4ed5-8bda-b434079b8ab8,585,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2807.62,CCW,2807.2501989999996,0.0,0.0625,1.0,50,KS014,UCL,6.25,585,1,1.0,1.0,1.0,,0.3698010000002796,1.0,1.0,6.25,right,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.8407274461273994,traini,14.929503884826081
190106,523937,18a54f60-534b-4ed5-8bda-b434079b8ab8,586,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2812.67,CW,2812.4362989999995,1.0,0.0,1.0,50,KS014,UCL,-100.0,586,-1,1.0,0.0,0.0,1.0,0.23370100000056482,1.0,1.0,6.25,right,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.09256420688948142,traini,14.929503884826081
190107,523938,18a54f60-534b-4ed5-8bda-b434079b8ab8,587,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2816.15,CW,2815.583299,0.125,0.0,1.0,50,KS014,UCL,-12.5,587,-1,1.0,0.0,0.0,,0.5667010000001937,-1.0,1.0,100.0,left,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.08508928991624062,traini,14.929503884826081
190108,523939,18a54f60-534b-4ed5-8bda-b434079b8ab8,588,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2819.24,CW,2818.969399,0.0,0.0,-1.0,50,KS014,UCL,0.0,588,-1,,0.0,0.0,,0.270600999999715,-1.0,1.0,12.5,left,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.3387411424221579,traini,14.929503884826081
190109,523940,18a54f60-534b-4ed5-8bda-b434079b8ab8,589,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2824.69,CW,2824.1164989999997,0.0,0.0625,-1.0,50,KS014,UCL,6.25,589,-1,0.0,0.0,0.0,,0.5735010000003058,-1.0,-1.0,0.0,left,post_error,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.5160062859750487,traini,14.929503884826081
190110,523941,18a54f60-534b-4ed5-8bda-b434079b8ab8,590,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2830.43,CW,2830.219099,0.0625,0.0,1.0,50,KS014,UCL,-6.25,590,-1,1.0,0.0,0.0,,0.21090099999992162,-1.0,-1.0,6.25,left,post_error,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.1265696707087076,traini,14.929503884826081
190111,523942,18a54f60-534b-4ed5-8bda-b434079b8ab8,591,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2833.63,CCW,2833.2995989999995,0.0,1.0,1.0,50,KS014,UCL,100.0,591,1,1.0,1.0,1.0,1.0,0.3304010000006201,-1.0,1.0,6.25,left,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.9071750946694592,traini,14.929503884826081
190112,523943,18a54f60-534b-4ed5-8bda-b434079b8ab8,592,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2838.64,CCW,2838.302699,0.0,0.25,1.0,50,KS014,UCL,25.0,592,1,1.0,1.0,1.0,,0.33730100000002494,1.0,1.0,100.0,right,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.9433094024800716,traini,14.929503884826081
190113,523944,18a54f60-534b-4ed5-8bda-b434079b8ab8,593,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2842.11,CW,2841.866099,0.25,0.0,1.0,50,KS014,UCL,-25.0,593,-1,1.0,0.0,0.0,,0.24390100000027815,1.0,1.0,25.0,right,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.18540216342048807,traini,14.929503884826081
190114,523945,18a54f60-534b-4ed5-8bda-b434079b8ab8,594,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2845.43,CW,2845.0689989999996,0.0625,0.0,1.0,50,KS014,UCL,-6.25,594,-1,1.0,0.0,0.0,,0.36100100000021484,-1.0,1.0,25.0,left,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.15885791661906887,traini,14.929503884826081
190115,523946,18a54f60-534b-4ed5-8bda-b434079b8ab8,595,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2850.44,CCW,2850.1993989999996,0.0,0.125,1.0,50,KS014,UCL,12.5,595,1,1.0,1.0,1.0,,0.2406010000004244,-1.0,1.0,6.25,left,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.7383300543658898,traini,14.929503884826081
190116,523947,18a54f60-534b-4ed5-8bda-b434079b8ab8,596,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2853.5,CCW,2853.252199,0.0,0.125,1.0,50,KS014,UCL,12.5,596,1,1.0,1.0,1.0,,0.2478009999999813,1.0,1.0,12.5,right,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.9146690843806631,traini,14.929503884826081
190117,523948,18a54f60-534b-4ed5-8bda-b434079b8ab8,597,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2858.99,CCW,2858.6991989999997,0.0,1.0,1.0,50,KS014,UCL,100.0,597,1,1.0,1.0,1.0,1.0,0.29080100000010134,1.0,1.0,12.5,right,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.973771728758393,traini,14.929503884826081
190118,523949,18a54f60-534b-4ed5-8bda-b434079b8ab8,598,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2862.31,CCW,2861.9853989999997,0.0,1.0,1.0,50,KS014,UCL,100.0,598,1,1.0,1.0,1.0,1.0,0.32460100000025705,1.0,1.0,100.0,right,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.973771728758393,traini,14.929503884826081
190119,523950,18a54f60-534b-4ed5-8bda-b434079b8ab8,599,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2867.7,CCW,2867.449099,0.0,0.125,1.0,50,KS014,UCL,12.5,599,1,1.0,1.0,1.0,,0.25090099999988524,1.0,1.0,100.0,right,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.9146690843806631,traini,14.929503884826081
190120,523951,18a54f60-534b-4ed5-8bda-b434079b8ab8,600,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2871.0,CW,2870.6517989999998,0.125,0.0,1.0,50,KS014,UCL,-12.5,600,-1,1.0,0.0,0.0,,0.3482010000002447,1.0,1.0,12.5,right,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.261071514380921,traini,14.929503884826081
190121,523952,18a54f60-534b-4ed5-8bda-b434079b8ab8,601,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2874.11,CW,2873.8322989999997,1.0,0.0,1.0,50,KS014,UCL,-100.0,601,-1,1.0,0.0,0.0,1.0,0.27770100000043385,-1.0,1.0,12.5,left,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.026149217924616483,traini,14.929503884826081
190122,523953,18a54f60-534b-4ed5-8bda-b434079b8ab8,602,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2877.37,CW,2876.985099,0.25,0.0,1.0,50,KS014,UCL,-25.0,602,-1,1.0,0.0,0.0,,0.3849009999998998,-1.0,1.0,100.0,left,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.056525058866658415,traini,14.929503884826081
190123,523954,18a54f60-534b-4ed5-8bda-b434079b8ab8,603,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2884.38,CCW,2884.115399,0.0,1.0,1.0,50,KS014,UCL,100.0,603,1,1.0,1.0,1.0,1.0,0.2646010000003116,-1.0,1.0,25.0,left,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.9071750946694592,traini,14.929503884826081
190124,523955,18a54f60-534b-4ed5-8bda-b434079b8ab8,604,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2887.59,CCW,2887.268299,0.0,0.125,1.0,50,KS014,UCL,12.5,604,1,1.0,1.0,1.0,,0.3217010000003029,1.0,1.0,100.0,right,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.9146690843806631,traini,14.929503884826081
190125,523956,18a54f60-534b-4ed5-8bda-b434079b8ab8,605,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2891.07,CCW,2890.7152989999995,0.0,0.0,1.0,50,KS014,UCL,0.0,605,1,,1.0,1.0,,0.3547010000006594,1.0,1.0,12.5,right,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.6605641737404705,traini,14.929503884826081
190126,523957,18a54f60-534b-4ed5-8bda-b434079b8ab8,606,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2894.52,CW,2894.1347989999995,0.125,0.0,1.0,50,KS014,UCL,-12.5,606,-1,1.0,0.0,0.0,,0.3852010000005066,1.0,1.0,0.0,right,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.261071514380921,traini,14.929503884826081
190127,523958,18a54f60-534b-4ed5-8bda-b434079b8ab8,607,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2898.36,CW,2898.0484989999995,1.0,0.0,1.0,50,KS014,UCL,-100.0,607,-1,1.0,0.0,0.0,1.0,0.31150100000058956,-1.0,1.0,12.5,left,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.026149217924616483,traini,14.929503884826081
190128,523959,18a54f60-534b-4ed5-8bda-b434079b8ab8,608,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2901.67,CW,2901.4012989999997,1.0,0.0,1.0,50,KS014,UCL,-100.0,608,-1,1.0,0.0,0.0,1.0,0.2687010000004193,-1.0,1.0,100.0,left,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.026149217924616483,traini,14.929503884826081
190129,523960,18a54f60-534b-4ed5-8bda-b434079b8ab8,609,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2905.95,CCW,2905.448399,0.0,0.25,1.0,50,KS014,UCL,25.0,609,1,1.0,1.0,1.0,,0.5016009999999369,-1.0,1.0,100.0,left,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.8141292256926564,traini,14.929503884826081
190130,523961,18a54f60-534b-4ed5-8bda-b434079b8ab8,610,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2909.54,CCW,2909.234399,0.0,0.125,1.0,50,KS014,UCL,12.5,610,1,1.0,1.0,1.0,,0.3056010000000242,1.0,1.0,25.0,right,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.9146690843806631,traini,14.929503884826081
190131,523962,18a54f60-534b-4ed5-8bda-b434079b8ab8,611,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2913.67,CW,2913.348099,0.0625,0.0,1.0,50,KS014,UCL,-6.25,611,-1,1.0,0.0,0.0,,0.3219010000002527,1.0,1.0,12.5,right,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.4177463209203398,traini,14.929503884826081
190132,523963,18a54f60-534b-4ed5-8bda-b434079b8ab8,612,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2917.64,CW,2917.400999,0.125,0.0,1.0,50,KS014,UCL,-12.5,612,-1,1.0,0.0,0.0,,0.23900099999991653,-1.0,1.0,6.25,left,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.08508928991624062,traini,14.929503884826081
